Datetime,Temperature,FeelsLike,Dew,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip.,Condition,Day/Night,Clouds
2015-10-06 09:00,62,62,45,53,NNW,6,,30.04,0,Partly Cloudy,D,SCT
2015-10-06 10:00,64,64,45,50,NW,8,,30.03,0,Mostly Cloudy,D,BKN
2015-10-06 11:00,67,67,45,45,NNW,6,,30.01,0,Partly Cloudy,D,SCT
2015-10-06 12:00,68,68,42,39,N,5,,29.99,0,Partly Cloudy,D,SCT
2015-10-06 13:00,70,70,41,35,NW,7,,29.97,0,Partly Cloudy,D,SCT
2015-10-06 14:00,71,71,44,38,NNW,7,,29.94,0,Partly Cloudy,D,SCT
2015-10-06 15:00,73,73,44,35,VAR,3,,29.92,0,Fair,D,CLR
2015-10-06 16:00,73,73,47,39,NW,7,,29.91,0,Partly Cloudy,D,SCT
2015-10-06 17:00,71,71,50,47,N,5,,29.92,0,Partly Cloudy,D,SCT
2015-10-06 18:00,70,70,52,53,NNW,8,,29.92,0,Partly Cloudy,N,SCT
2015-10-06 19:00,68,68,51,55,NNE,3,,29.93,0,Mostly Cloudy,N,BKN
2015-10-06 20:00,67,67,52,59,VAR,3,,29.93,0,Mostly Cloudy,N,BKN
2015-10-06 21:00,66,66,52,60,NNW,10,,29.93,0,Mostly Cloudy,N,BKN
2015-10-06 22:00,65,65,52,63,NNW,7,,29.94,0,Mostly Cloudy,N,BKN
2015-10-06 23:00,63,63,51,65,NNW,7,,29.94,0,Mostly Cloudy,N,BKN
2015-10-07 00:00,62,62,51,67,NNW,7,,29.94,0,Mostly Cloudy,N,BKN
2015-10-07 01:00,62,62,51,67,N,5,,29.94,0,Mostly Cloudy,N,BKN
2015-10-07 02:00,61,61,51,70,NNW,5,,29.94,0,Mostly Cloudy,N,BKN
2015-10-07 03:00,60,60,51,72,NNW,6,,29.93,0,Mostly Cloudy,N,BKN
2015-10-07 04:00,60,60,51,72,N,6,,29.93,0,Mostly Cloudy,N,BKN
2015-10-07 05:00,59,59,51,75,N,5,,29.95,0,Mostly Cloudy,N,BKN
2015-10-07 06:00,59,59,52,78,N,3,,29.96,0,Mostly Cloudy,D,BKN
2015-10-07 07:00,59,59,52,78,NNE,6,,29.97,0,Mostly Cloudy,D,CLR
2015-10-07 08:00,61,61,50,67,NE,8,,29.99,0,Mostly Cloudy,D,BKN
2015-10-07 09:00,61,61,51,70,NE,7,,29.99,0,Cloudy,D,OVC
2015-10-07 10:00,63,63,50,63,NE,6,,29.99,0,Mostly Cloudy,D,BKN
2015-10-07 11:00,64,64,51,63,VAR,5,,29.99,0,Partly Cloudy,D,SCT
2015-10-07 12:00,65,65,51,61,NW,8,,29.98,0,Partly Cloudy,D,SCT
2015-10-07 13:00,70,70,51,51,NW,7,,29.96,0,Fair,D,FEW
2015-10-07 14:00,71,71,50,47,NNW,3,,29.94,0,Fair,D,FEW
2015-10-07 15:00,73,73,50,44,NNW,6,,29.92,0,Fair,D,FEW
2015-10-07 16:00,72,72,52,49,NW,9,,29.93,0,Fair,D,FEW
2015-10-07 17:00,71,71,50,47,NNW,10,,29.95,0,Fair,D,FEW
2015-10-07 18:00,69,69,51,53,NW,12,,29.96,0,Fair,N,FEW
2015-10-07 19:00,68,68,51,55,NW,8,,29.98,0,Fair,N,CLR
2015-10-07 20:00,67,67,51,57,NW,5,,29.99,0,Partly Cloudy,N,CLR
2015-10-07 21:00,66,66,51,59,CALM,0,,30.0,0,Fair,N,CLR
2015-10-07 22:00,65,65,51,61,WNW,6,,30.01,0,Fair,N,CLR
2015-10-07 23:00,65,65,50,58,NW,5,,30.02,0,Fair,N,CLR
2015-10-08 00:00,64,64,51,63,WNW,8,,30.02,0,Partly Cloudy,N,FEW
2015-10-08 01:00,63,63,51,65,NW,7,,30.02,0,Fair,N,CLR
2015-10-08 02:00,63,63,51,65,WNW,7,,30.03,0,Fair,N,CLR
2015-10-08 03:00,62,62,51,67,NW,5,,30.03,0,Partly Cloudy,N,CLR
2015-10-08 04:00,61,61,55,81,NE,5,,30.05,0,Cloudy,N,OVC
2015-10-08 05:00,61,61,52,72,NE,5,,30.07,0,Cloudy,N,OVC
2015-10-08 06:00,60,60,50,69,ENE,8,,30.08,0,Mostly Cloudy,D,BKN
2015-10-08 07:00,60,60,50,69,NNE,3,,30.1,0,Mostly Cloudy,D,BKN
2015-10-08 08:00,63,63,49,60,NE,10,,30.12,0,Mostly Cloudy,D,BKN
2015-10-08 09:00,62,62,49,62,NE,9,,30.13,0,Mostly Cloudy,D,BKN
2015-10-08 10:00,63,63,50,63,NE,7,,30.13,0,Mostly Cloudy,D,BKN
2015-10-08 11:00,65,65,51,61,NE,7,,30.12,0,Partly Cloudy,D,SCT
2015-10-08 12:00,67,67,51,57,NE,8,,30.11,0,Mostly Cloudy,D,BKN
2015-10-08 13:00,67,67,51,57,ENE,7,,30.09,0,Mostly Cloudy,D,BKN
2015-10-08 14:00,67,67,48,51,S,12,,30.09,0,Mostly Cloudy,D,BKN
2015-10-08 15:00,67,67,49,52,SSE,7,,30.08,0,Partly Cloudy,D,SCT
2015-10-08 16:00,66,66,50,56,S,9,,30.08,0,Partly Cloudy,D,SCT
2015-10-08 17:00,65,65,51,61,S,10,,30.07,0,Partly Cloudy,D,SCT
2015-10-08 18:00,64,64,52,65,VAR,7,,30.08,0,Partly Cloudy,N,SCT
2015-10-08 19:00,63,63,52,67,VAR,6,,30.09,0,Partly Cloudy,N,SCT
2015-10-08 20:00,63,63,54,72,S,7,,30.09,0,Fair,N,FEW
2015-10-08 21:00,62,62,54,75,S,6,,30.09,0,Partly Cloudy,N,FEW
2015-10-08 22:00,62,62,55,78,S,5,,30.09,0,Partly Cloudy,N,SCT
2015-10-08 23:00,62,62,56,80,S,3,,30.07,0,Partly Cloudy,N,SCT
2015-10-09 00:00,62,62,57,84,S,5,,30.06,0,Partly Cloudy,N,SCT
2015-10-09 01:00,62,62,58,86,SSW,5,,30.05,0,Partly Cloudy,N,SCT
2015-10-09 02:00,62,62,58,86,SSW,3,,30.03,0,Mostly Cloudy,N,BKN
2015-10-09 03:00,63,63,58,84,SSW,8,,30.01,0,Cloudy,N,OVC
2015-10-09 04:00,62,62,58,86,SSW,12,,30.0,0,Mostly Cloudy,N,BKN
2015-10-09 05:00,62,62,58,86,SSW,7,,30.0,0,Cloudy,N,OVC
2015-10-09 06:00,62,62,58,86,S,5,,29.98,0,Mostly Cloudy,D,BKN
2015-10-09 07:00,63,63,58,84,S,7,,29.97,0,Cloudy,D,OVC
2015-10-09 08:00,65,65,57,75,S,7,,29.95,0,Cloudy,D,OVC
2015-10-09 09:00,67,67,57,70,S,10,18,29.93,0.0,Light Rain,D,OVC
2015-10-09 10:00,70,70,58,65,SSW,14,21,29.9,0.0,Mostly Cloudy,D,BKN
2015-10-09 11:00,75,75,59,57,SW,14,22,29.87,0,Partly Cloudy,D,SCT
2015-10-09 12:00,73,73,60,64,SW,9,18,29.85,0,Mostly Cloudy,D,BKN
2015-10-09 13:00,75,75,60,60,WSW,13,,29.8,0,Mostly Cloudy,D,BKN
2015-10-09 14:00,78,79,60,54,SSW,12,,29.76,0,Mostly Cloudy,D,BKN
2015-10-09 15:00,78,80,61,56,SSW,10,,29.74,0,Cloudy,D,OVC
2015-10-09 16:00,76,76,62,62,WSW,12,,29.72,0.01,Rain,D,BKN
2015-10-09 17:00,65,65,61,87,W,16,35,29.75,0.32,Heavy T-Storm,D,OVC
2015-10-09 18:00,67,67,62,84,W,8,,29.76,0.15,Light Rain,N,OVC
2015-10-09 19:00,67,67,62,84,WSW,5,,29.78,0.02,Cloudy,N,OVC
2015-10-09 20:00,67,67,61,81,W,9,,29.8,0,Mostly Cloudy,N,BKN
2015-10-09 21:00,67,67,60,79,WNW,12,,29.82,0,Cloudy,N,BKN
2015-10-09 22:00,66,66,58,75,NW,17,23,29.84,0,Mostly Cloudy,N,BKN
2015-10-09 23:00,64,64,54,70,NW,14,23,29.85,0,Mostly Cloudy,N,BKN
2015-10-10 00:00,62,62,50,65,NW,15,,29.87,0,Mostly Cloudy,N,BKN
2015-10-10 01:00,60,60,49,67,NW,16,23,29.91,0,Mostly Cloudy,N,BKN
2015-10-10 02:00,58,58,46,65,NNW,17,24,29.93,0,Partly Cloudy,N,SCT
2015-10-10 03:00,56,56,42,60,NNW,18,24,29.95,0,Partly Cloudy,N,SCT
2015-10-10 04:00,55,55,41,59,NNW,13,21,29.99,0,Mostly Cloudy,N,CLR
2015-10-10 05:00,53,53,41,64,N,10,,30.03,0,Partly Cloudy,N,SCT
2015-10-10 06:00,52,52,38,59,NNE,13,,30.06,0,Partly Cloudy,D,SCT
2015-10-10 07:00,52,52,39,61,N,7,,30.09,0,Partly Cloudy,D,SCT
2015-10-10 08:00,53,53,38,57,NE,8,,30.11,0,Partly Cloudy,D,SCT
2015-10-10 09:00,56,56,38,51,NNE,7,,30.11,0,Partly Cloudy,D,SCT
2015-10-10 10:00,57,57,38,49,N,8,,30.11,0,Partly Cloudy,D,SCT
2015-10-10 11:00,59,59,38,46,N,6,,30.11,0,Partly Cloudy,D,SCT
2015-10-10 12:00,60,60,36,41,NNW,6,,30.1,0,Partly Cloudy,D,SCT
2015-10-10 13:00,62,62,36,38,NW,6,,30.09,0,Fair,D,FEW
2015-10-10 14:00,63,63,36,37,VAR,3,,30.07,0,Fair,D,FEW
2015-10-10 15:00,65,65,36,34,NW,3,,30.05,0,Fair,D,FEW
2015-10-10 16:00,63,63,35,35,VAR,3,,30.04,0,Fair,D,FEW
2015-10-10 17:00,63,63,34,34,NE,3,,30.04,0,Fair,D,FEW
2015-10-10 18:00,61,61,34,36,SE,3,,30.04,0,Fair,N,FEW
2015-10-10 19:00,60,60,39,46,S,7,,30.07,0,Partly Cloudy,N,FEW
2015-10-10 20:00,59,59,40,49,S,5,,30.05,0,Partly Cloudy,N,FEW
2015-10-10 21:00,58,58,42,56,SSW,5,,30.06,0,Fair,N,FEW
2015-10-10 22:00,58,58,43,58,SW,6,,30.06,0,Partly Cloudy,N,FEW
2015-10-10 23:00,57,57,44,62,SSW,8,,30.05,0,Fair,N,FEW
2015-10-11 00:00,56,56,44,64,SW,7,,30.04,0,Partly Cloudy,N,FEW
2015-10-11 01:00,55,55,44,67,SW,5,,30.02,0,Fair,N,FEW
2015-10-11 02:00,55,55,44,67,SW,6,,30.01,0,Partly Cloudy,N,FEW
2015-10-11 03:00,55,55,43,64,SW,6,,29.99,0,Partly Cloudy,N,FEW
2015-10-11 04:00,53,53,43,69,SSW,5,,29.98,0,Partly Cloudy,N,CLR
2015-10-11 05:00,53,53,43,69,SSW,5,,29.97,0,Fair,N,CLR
2015-10-11 06:00,53,53,43,69,SSW,7,,29.99,0,Mostly Cloudy,D,BKN
2015-10-11 07:00,54,54,43,66,SW,5,,30.01,0,Mostly Cloudy,D,BKN
2015-10-11 08:00,56,56,43,62,SW,9,,30.01,0,Mostly Cloudy,D,BKN
2015-10-11 09:00,58,58,43,58,SW,7,,30.01,0,Mostly Cloudy,D,BKN
2015-10-11 10:00,62,62,42,48,SSW,7,,29.98,0,Mostly Cloudy,D,BKN
2015-10-11 11:00,64,64,40,41,SW,9,,29.95,0,Mostly Cloudy,D,BKN
2015-10-11 12:00,66,66,42,42,WSW,6,,29.91,0,Partly Cloudy,D,SCT
2015-10-11 13:00,67,67,43,42,SW,10,,29.88,0,Partly Cloudy,D,SCT
2015-10-11 14:00,68,68,43,40,SW,10,,29.85,0,Fair,D,CLR
2015-10-11 15:00,69,69,42,38,SW,10,,29.85,0,Fair,D,CLR
2015-10-11 16:00,69,69,42,38,WSW,7,,29.84,0,Fair,D,FEW
2015-10-11 17:00,65,65,48,54,S,10,,29.84,0,Fair,D,CLR
2015-10-11 18:00,63,63,49,60,S,10,,29.84,0,Fair,N,CLR
2015-10-11 19:00,63,63,51,65,S,7,,29.84,0,Fair,N,CLR
2015-10-11 20:00,64,64,46,52,SSW,8,,29.84,0,Fair,N,CLR
2015-10-11 21:00,63,63,47,56,SSW,6,,29.85,0,Fair,N,CLR
2015-10-11 22:00,63,63,46,54,SSW,7,,29.86,0,Fair,N,CLR
2015-10-11 23:00,62,62,46,56,SW,6,,29.85,0,Fair,N,CLR
2015-10-12 00:00,60,60,47,62,SW,7,,29.85,0,Fair,N,CLR
2015-10-12 01:00,60,60,47,62,S,6,,29.84,0,Fair,N,CLR
2015-10-12 02:00,59,59,47,64,SW,6,,29.84,0,Fair,N,CLR
2015-10-12 03:00,58,58,48,70,SSW,6,,29.83,0,Fair,N,CLR
2015-10-12 04:00,57,57,48,72,S,8,,29.83,0,Fair,N,CLR
2015-10-12 05:00,57,57,48,72,SSW,3,,29.84,0,Fair,N,CLR
2015-10-12 06:00,57,57,48,72,S,9,,29.85,0,Fair,D,CLR
2015-10-12 07:00,57,57,49,74,SW,3,,29.84,0,Fair,D,CLR
2015-10-12 08:00,62,62,48,60,CALM,0,,29.85,0,Fair,D,CLR
2015-10-12 09:00,64,64,48,56,NW,6,,29.84,0,Fair,D,CLR
2015-10-12 10:00,67,67,48,51,NNW,5,,29.83,0,Fair,D,CLR
2015-10-12 11:00,70,70,50,49,WNW,3,,29.81,0,Fair,D,CLR
2015-10-12 12:00,75,75,43,32,SW,9,,29.79,0,Fair,D,CLR
2015-10-12 13:00,76,76,41,29,SW,9,,29.77,0,Fair,D,CLR
2015-10-12 14:00,75,75,45,34,S,8,,29.75,0,Fair,D,CLR
2015-10-12 15:00,72,72,51,48,SSE,16,,29.76,0,Fair,D,CLR
2015-10-12 16:00,70,70,45,41,S,17,22,29.76,0,Fair,D,CLR
2015-10-12 17:00,68,68,50,52,S,10,,29.74,0,Fair,D,CLR
2015-10-12 18:00,68,68,52,56,SSE,10,,29.74,0,Fair,N,FEW
2015-10-12 19:00,65,65,53,65,S,9,,29.74,0,Partly Cloudy,N,FEW
2015-10-12 20:00,64,64,55,72,S,12,,29.72,0,Partly Cloudy,N,FEW
2015-10-12 21:00,64,64,54,70,S,9,,29.7,0,Partly Cloudy,N,FEW
2015-10-12 22:00,63,63,53,70,S,9,,29.7,0,Fair,N,FEW
2015-10-12 23:00,63,63,52,67,S,6,,29.69,0,Partly Cloudy,N,SCT
2015-10-13 00:00,63,63,52,67,S,3,,29.67,0,Partly Cloudy,N,SCT
2015-10-13 01:00,62,62,51,67,S,6,,29.67,0,Mostly Cloudy,N,BKN
2015-10-13 02:00,62,62,53,72,SW,3,,29.63,0,Mostly Cloudy,N,BKN
2015-10-13 03:00,62,62,54,75,S,7,,29.6,0,Cloudy,N,BKN
2015-10-13 04:00,62,62,56,80,SSE,7,,29.61,0.0,Light Rain,N,BKN
2015-10-13 05:00,63,63,56,78,SE,6,,29.59,0.0,Cloudy,N,BKN
2015-10-13 06:00,63,63,56,78,S,5,,29.59,0,Cloudy,D,BKN
2015-10-13 07:00,63,63,57,81,SSE,6,,29.57,0.0,Light Rain,D,BKN
2015-10-13 08:00,65,65,58,78,S,9,,29.55,0.0,Mostly Cloudy,D,BKN
2015-10-13 09:00,67,67,57,70,SSW,10,,29.54,0,Mostly Cloudy,D,BKN
2015-10-13 10:00,70,70,58,65,S,7,,29.54,0,Mostly Cloudy,D,BKN
2015-10-13 11:00,71,71,58,63,SW,7,,29.52,0,Mostly Cloudy,D,BKN
2015-10-13 12:00,72,72,58,61,SW,10,,29.51,0,Mostly Cloudy,D,BKN
2015-10-13 13:00,70,70,57,63,WSW,6,,29.5,0,Cloudy,D,OVC
2015-10-13 14:00,71,71,56,59,W,12,,29.49,0.0,Cloudy,D,BKN
2015-10-13 15:00,71,71,56,59,WSW,7,,29.5,0,Mostly Cloudy,D,BKN
2015-10-13 16:00,70,70,55,59,W,12,21,29.51,0,Mostly Cloudy,D,BKN
2015-10-13 17:00,70,70,55,59,WSW,13,,29.51,0,Partly Cloudy,D,SCT
2015-10-13 18:00,70,70,55,59,WSW,9,,29.52,0,Mostly Cloudy,N,BKN
2015-10-13 19:00,70,70,56,61,SW,7,,29.54,0,Mostly Cloudy,N,BKN
2015-10-13 20:00,69,69,55,61,SW,10,,29.56,0,Mostly Cloudy,N,BKN
2015-10-13 21:00,68,68,52,56,WNW,8,,29.59,0,Mostly Cloudy,N,BKN
2015-10-13 22:00,68,68,50,52,W,10,,29.6,0,Cloudy,N,OVC
2015-10-13 23:00,67,67,49,52,W,12,,29.62,0,Mostly Cloudy,N,BKN
2015-10-14 00:00,65,65,49,56,W,13,17,29.62,0,Mostly Cloudy,N,BKN
2015-10-14 01:00,65,65,48,54,W,13,,29.63,0,Mostly Cloudy,N,BKN
2015-10-14 02:00,63,63,47,56,W,12,,29.64,0,Partly Cloudy,N,SCT
2015-10-14 03:00,62,62,47,58,W,14,21,29.64,0,Partly Cloudy,N,CLR
2015-10-14 04:00,61,61,46,58,W,14,,29.64,0,Partly Cloudy,N,FEW
2015-10-14 05:00,60,60,46,60,W,13,,29.65,0,Fair,N,FEW
2015-10-14 06:00,59,59,46,62,W,8,,29.67,0,Partly Cloudy,D,SCT
2015-10-14 07:00,59,59,46,62,W,9,,29.7,0,Mostly Cloudy,D,BKN
2015-10-14 08:00,59,59,46,62,W,9,18,29.71,0,Mostly Cloudy,D,BKN
2015-10-14 09:00,62,62,47,58,W,8,,29.73,0,Mostly Cloudy,D,BKN
2015-10-14 10:00,63,63,46,54,W,8,,29.73,0,Mostly Cloudy,D,BKN
2015-10-14 11:00,64,64,47,54,WNW,9,,29.73,0,Mostly Cloudy,D,BKN
2015-10-14 12:00,66,66,46,48,W,13,,29.71,0,Mostly Cloudy,D,BKN
2015-10-14 13:00,68,68,46,45,WNW,8,16,29.71,0,Mostly Cloudy,D,BKN
2015-10-14 14:00,66,66,47,50,WNW,13,,29.7,0,Mostly Cloudy,D,BKN
2015-10-14 15:00,67,67,46,47,W,13,17,29.71,0,Mostly Cloudy,D,BKN
2015-10-14 16:00,66,66,44,45,NW,14,,29.73,0,Mostly Cloudy,D,BKN
2015-10-14 17:00,66,66,43,43,WNW,8,,29.74,0,Mostly Cloudy,D,BKN
2015-10-14 18:00,65,65,43,45,WNW,10,18,29.76,0,Mostly Cloudy,N,BKN
2015-10-14 19:00,63,63,42,46,NW,13,,29.78,0,Partly Cloudy,N,SCT
2015-10-14 20:00,62,62,43,50,W,8,,29.8,0,Partly Cloudy,N,SCT
2015-10-14 21:00,62,62,43,50,WNW,12,,29.82,0,Cloudy,N,OVC
2015-10-14 22:00,60,60,44,55,NNW,13,,29.84,0,Cloudy,N,OVC
2015-10-14 23:00,59,59,43,55,NNW,14,,29.85,0,Mostly Cloudy,N,BKN
2015-10-15 00:00,58,58,43,58,NNW,9,,29.86,0,Partly Cloudy,N,FEW
2015-10-15 01:00,56,56,42,60,N,10,,29.87,0,Fair,N,FEW
2015-10-15 02:00,56,56,42,60,NNW,13,,29.88,0,Partly Cloudy,N,CLR
2015-10-15 03:00,54,54,42,64,NW,10,,29.9,0,Partly Cloudy,N,CLR
2015-10-15 04:00,53,53,41,64,NW,9,,29.91,0,Fair,N,CLR
2015-10-15 05:00,53,53,41,64,NW,9,,29.92,0,Fair,N,CLR
2015-10-15 06:00,53,53,41,64,NW,9,,29.94,0,Fair,D,FEW
2015-10-15 07:00,53,53,42,66,NNW,13,,29.96,0,Fair,D,FEW
2015-10-15 08:00,54,54,41,62,NW,10,,29.99,0,Fair,D,FEW
2015-10-15 09:00,56,56,39,53,NW,8,,30.0,0,Fair,D,FEW
2015-10-15 10:00,58,58,38,47,WNW,9,,30.0,0,Fair,D,FEW
2015-10-15 11:00,58,58,39,49,WNW,12,,30.0,0,Fair,D,FEW
2015-10-15 12:00,60,60,39,46,WNW,9,,29.97,0,Fair,D,FEW
2015-10-15 13:00,61,61,37,41,WSW,9,17,29.95,0,Fair,D,FEW
2015-10-15 14:00,63,63,36,37,W,10,,29.94,0,Fair,D,FEW
2015-10-15 15:00,64,64,36,35,SW,9,,29.93,0,Fair,D,FEW
2015-10-15 16:00,64,64,36,35,W,14,17,29.93,0,Fair,D,FEW
2015-10-15 17:00,63,63,36,37,WSW,7,,29.93,0,Fair,D,FEW
2015-10-15 18:00,62,62,36,38,SW,12,,29.94,0,Fair,N,FEW
2015-10-15 19:00,61,61,37,41,SW,9,,29.95,0,Fair,N,FEW
2015-10-15 20:00,60,60,38,44,SW,10,,29.95,0,Fair,N,CLR
2015-10-15 21:00,60,60,39,46,SW,10,,29.95,0,Fair,N,CLR
2015-10-15 22:00,59,59,39,48,SW,9,,29.95,0,Fair,N,CLR
2015-10-15 23:00,58,58,40,51,SW,8,,29.94,0,Partly Cloudy,N,CLR
2015-10-16 00:00,58,58,41,53,SSW,9,,29.93,0,Partly Cloudy,N,CLR
2015-10-16 01:00,58,58,40,51,SW,12,,29.92,0,Partly Cloudy,N,FEW
2015-10-16 02:00,58,58,41,53,SW,13,20,29.9,0,Mostly Cloudy,N,BKN
2015-10-16 03:00,57,57,42,57,SW,14,24,29.89,0,Mostly Cloudy,N,CLR
2015-10-16 04:00,57,57,46,67,SW,10,17,29.87,0,Mostly Cloudy,N,SCT
2015-10-16 05:00,57,57,47,69,WSW,10,22,29.88,0,Mostly Cloudy,N,BKN
2015-10-16 06:00,56,56,46,69,WSW,13,21,29.9,0,Mostly Cloudy,D,BKN
2015-10-16 07:00,55,55,42,62,NW,10,,29.91,0,Cloudy,D,SCT
2015-10-16 08:00,57,57,42,57,WNW,10,,29.94,0,Partly Cloudy,D,FEW
2015-10-16 09:00,58,58,41,53,WNW,18,28,29.95,0,Fair,D,FEW
2015-10-16 10:00,59,59,42,53,NW,17,24,29.95,0,Fair,D,FEW
2015-10-16 11:00,59,59,40,49,WNW,7,,29.95,0,Partly Cloudy,D,SCT
2015-10-16 12:00,60,60,40,47,NW,13,22,29.94,0,Mostly Cloudy,D,BKN
2015-10-16 13:00,61,61,38,42,WNW,14,23,29.93,0,Mostly Cloudy,D,BKN
2015-10-16 14:00,62,62,38,41,NW,14,,29.93,0,Mostly Cloudy,D,BKN
2015-10-16 15:00,61,61,36,39,NW,14,,29.94,0,Mostly Cloudy,D,BKN
2015-10-16 16:00,63,63,38,40,N,9,,29.95,0,Partly Cloudy,D,SCT
2015-10-16 17:00,62,62,36,38,NW,15,,29.96,0,Partly Cloudy,D,CLR
2015-10-16 18:00,61,61,37,41,WNW,7,,29.98,0,Fair,N,CLR
2015-10-16 19:00,60,60,35,39,W,10,,30.0,0,Partly Cloudy,N,FEW
2015-10-16 20:00,59,59,38,46,NW,24,28,30.01,0,Partly Cloudy / Windy,N,FEW
2015-10-16 21:00,56,56,38,51,W,9,,30.01,0,Partly Cloudy,N,FEW
2015-10-16 22:00,56,56,39,53,W,7,,30.01,0,Partly Cloudy,N,CLR
2015-10-16 23:00,56,56,38,51,W,12,,30.0,0,Partly Cloudy,N,CLR
2015-10-17 00:00,55,55,38,53,W,10,,30.0,0,Fair,N,CLR
2015-10-17 01:00,54,54,38,55,W,10,,30.0,0,Fair,N,CLR
2015-10-17 02:00,52,52,39,61,WNW,13,,30.0,0,Fair,N,CLR
2015-10-17 03:00,51,51,39,63,W,9,,30.0,0,Mostly Cloudy,N,BKN
2015-10-17 04:00,50,50,39,66,W,14,,30.02,0,Partly Cloudy,N,FEW
2015-10-17 05:00,50,50,39,66,NW,13,,30.03,0,Fair,N,CLR
2015-10-17 06:00,49,45,39,69,WNW,10,,30.05,0,Partly Cloudy,D,FEW
2015-10-17 07:00,49,45,38,66,NW,9,,30.05,0,Fair,D,FEW
2015-10-17 08:00,49,44,34,56,WNW,14,17,30.08,0,Partly Cloudy,D,SCT
2015-10-17 09:00,51,51,32,48,W,15,21,30.08,0,Partly Cloudy,D,SCT
2015-10-17 10:00,51,51,28,41,NW,14,24,30.07,0,Partly Cloudy,D,SCT
2015-10-17 11:00,52,52,29,41,NW,17,24,30.07,0,Fair,D,FEW
2015-10-17 12:00,52,52,28,40,WNW,15,23,30.06,0,Mostly Cloudy,D,BKN
2015-10-17 13:00,54,54,30,40,NW,17,23,30.05,0,Mostly Cloudy,D,BKN
2015-10-17 14:00,53,53,25,34,NW,17,25,30.05,0,Mostly Cloudy,D,BKN
2015-10-17 15:00,55,55,26,33,WNW,16,25,30.06,0,Mostly Cloudy,D,BKN
2015-10-17 16:00,53,53,25,34,WNW,14,21,30.07,0,Mostly Cloudy,D,BKN
2015-10-17 17:00,52,52,25,35,NNW,14,23,30.1,0,Mostly Cloudy,D,BKN
2015-10-17 18:00,50,50,25,38,NNW,16,25,30.13,0,Partly Cloudy,N,SCT
2015-10-17 19:00,48,42,26,42,NW,16,24,30.15,0,Partly Cloudy,N,SCT
2015-10-17 20:00,47,41,24,41,NW,15,,30.17,0,Partly Cloudy,N,CLR
2015-10-17 21:00,46,40,23,40,NNW,14,,30.18,0,Fair,N,CLR
2015-10-17 22:00,45,39,22,40,NNW,14,23,30.19,0,Partly Cloudy,N,CLR
2015-10-17 23:00,44,37,24,45,NNW,15,,30.2,0,Fair,N,FEW
2015-10-18 00:00,43,36,24,47,NNW,13,,30.19,0,Partly Cloudy,N,FEW
2015-10-18 01:00,43,35,26,51,NW,16,,30.19,0,Partly Cloudy,N,FEW
2015-10-18 02:00,42,36,25,51,NW,10,,30.2,0,Partly Cloudy,N,FEW
2015-10-18 03:00,41,35,24,51,NNW,10,,30.2,0,Partly Cloudy,N,FEW
2015-10-18 04:00,40,33,25,55,NNW,10,,30.21,0,Fair,N,FEW
2015-10-18 05:00,40,34,26,58,NNW,9,,30.23,0,Fair,N,FEW
2015-10-18 06:00,39,33,26,60,NNW,9,,30.25,0,Partly Cloudy,D,SCT
2015-10-18 07:00,39,33,27,62,NW,9,,30.26,0,Partly Cloudy,D,SCT
2015-10-18 08:00,41,34,28,60,NW,12,,30.27,0,Partly Cloudy,D,SCT
2015-10-18 09:00,42,35,28,58,NW,15,,30.27,0,Partly Cloudy,D,SCT
2015-10-18 10:00,44,40,27,51,VAR,7,,30.26,0,Partly Cloudy,D,SCT
2015-10-18 11:00,46,43,25,44,NW,6,,30.25,0,Partly Cloudy,D,SCT
2015-10-18 12:00,47,40,21,36,NW,16,24,30.24,0,Mostly Cloudy,D,BKN
2015-10-18 13:00,49,42,22,35,NW,20,26,30.22,0,Mostly Cloudy,D,BKN
2015-10-18 14:00,50,50,22,33,WNW,16,24,30.22,0,Mostly Cloudy,D,BKN
2015-10-18 15:00,48,43,19,32,N,12,20,30.22,0,Mostly Cloudy,D,BKN
2015-10-18 16:00,48,41,22,36,N,18,,30.24,0,Mostly Cloudy,D,BKN
2015-10-18 17:00,47,40,24,41,NW,16,25,30.26,0,Partly Cloudy,D,SCT
2015-10-18 18:00,46,39,26,46,NW,17,22,30.29,0,Partly Cloudy,N,SCT
2015-10-18 19:00,44,36,25,47,NNW,17,23,30.31,0,Partly Cloudy,N,SCT
2015-10-18 20:00,43,37,25,49,NW,10,,30.33,0,Partly Cloudy,N,FEW
2015-10-18 21:00,42,36,25,51,NNW,12,,30.34,0,Fair,N,CLR
2015-10-18 22:00,41,34,26,55,NNW,12,,30.36,0,Partly Cloudy,N,CLR
2015-10-18 23:00,40,34,25,55,N,9,,30.36,0,Partly Cloudy,N,CLR
2015-10-19 00:00,40,34,25,55,N,8,,30.37,0,Fair,N,CLR
2015-10-19 01:00,39,33,26,60,NNW,9,,30.39,0,Fair,N,CLR
2015-10-19 02:00,39,34,25,57,NNW,7,,30.39,0,Partly Cloudy,N,CLR
2015-10-19 03:00,39,34,23,53,NNW,7,,30.4,0,Fair,N,CLR
2015-10-19 04:00,38,33,24,57,NW,7,,30.42,0,Partly Cloudy,N,CLR
2015-10-19 05:00,38,31,24,57,NNW,9,,30.43,0,Fair,N,CLR
2015-10-19 06:00,38,31,25,60,NW,10,,30.45,0,Partly Cloudy,D,CLR
